7930.257	p	vis
7935.242	p	vis
7940.223	p	vis
7945.198	p	vis
7997.524	p	vis
8007.494	p	vis
8012.477	p	vis
8017.46	p	vis
8022.451	p	vis
8022.458	p	vis
8027.426	p	vis
8037.408	p	vis
8042.391	p	vis
8052.375	p	vis
8057.364	p	vis
8062.337	p	vis
8174.517	p	vis
8184.489	p	vis
8204.433	p	vis
8209.417	p	vis
8214.388	p	vis
8224.365	p	vis
8229.352	p	vis
8356.491	p	vis
8371.447	p	vis
8391.376	p	vis
8406.355	p	vis
8411.307	p	vis
8416.31	p	vis
8523.515	p	vis
8543.462	p	vis
8558.427	p	vis
8563.406	p	vis
8568.31	p	vis
8573.364	p	vis
8750.361	p	vis
8775.302	p	vis
8780.288	p	vis
8872.525	p	vis
8882.492	p	vis
8892.465	p	vis
8902.437	p	vis
9104.274	p	vis
9119.308	p	vis
9236.483	p	vis
9256.428	p	vis
9610.4093	p	vis
9617.8893	p	vis
9757.4934	p	vis
9964.4	p	vis
10308.4126	p	vis
10313.3977	p	vis
10600.0853	p	vis
10732.2049	p	vis
10921.6687	p	vis
11128.5794	p	vis
11330.5112	p	vis
11350.4369	p	vis
11664.5491	p	vis
11719.387	p	vis
12135.6953	p	vis
12222.9485	p	vis
12676.6513	p	vis
13212.6092	p	vis
13225.0749	p	vis
13554.1343	p	vis
13564.1039	p	vis
13571.5881	p	vis
13611.438	p	vis
13651.325	p	vis
13818.347	p	vis
13823.332	p	vis
13833.306	p	vis
15523.508	p	vis
15867.528	p	vis
16782.417	p	vis
16919.516	p	vis
16939.471	p	vis
16944.445	p	vis
16969.375	p	vis
16974.358	p	vis
16979.343	p	vis
16994.308	p	vis
17106.48	p	vis
17111.472	p	vis
17146.38	p	vis
17156.343	p	vis
17166.32	p	vis
17186.265	p	vis
17211.182	p	vis
17273.517	p	vis
17303.426	p	vis
17308.41	p	vis
17318.386	p	vis
17328.328	p	vis
17405.633	p	vis
17410.622	p	vis
17415.602	p	vis
