15020.372	p	vis
15314.56	p	vis
17442.414	p	vis
17450.593	p	vis
17452.476	p	vis
17454.363	p	vis
17455.619	p	vis
17459.393	p	vis
17462.537	p	vis
17464.422	p	vis
17474.478	p	vis
17479.507	p	vis
17481.391	p	vis
17498.37	p	vis
19226.436	p	vis
19737.515	p	vis
20624.486	p	vis
20697.398	p	vis
20741.414	p	vis
20753.356	p	vis
21081.49	p	vis
21083.371	p	vis
21096.581	p	vis
21113.55	p	vis
21115.435	p	vis
21132.412	p	vis
21137.437	p	vis
21350.538	p	vis
21355.569	p	vis
21357.451	p	vis
21367.51	p	vis
21369.397	p	vis
21374.432	p	vis
21384.485	p	vis
21435.401	p	vis
21438.547	p	vis
21457.41	p	vis
21462.437	p	vis
21469.357	p	vis
21477.52	p	vis
21479.403	p	vis
24745.7	p	vis
25763.44	p	vis
27955.421	p	vis
27960.45	p	vis
27967.363	p	vis
28693.419	p	vis
28827.319	p	vis
28837.372	p	vis
29028.468	p	vis
30606.299	p	vis
30613.213	p	vis
31584.424	p	vis
31589.456	p	vis
31606.429	p	vis
31611.456	p	vis
31704.491	p	vis
31757.296	p	vis
32889.438	p	vis
33065.45	p	vis
33187.4	p	vis
33385.415	p	vis
33429.412	p	vis
33561.426	p	vis
33798.413	p	vis
34357.25	p	vis
34480.469	p	vis
34956.321	p	pg
34991.526	p	pg
35240.459	p	vis
35284.458	p	pg
35291.377	p	pg
35316.517	p	pg
35362.407	p	pg
35372.471	p	pg
35626.431	p	vis
35755.29	p	pg
35932.559	p	vis
36117.381	p	vis
36124.294	p	vis
36141.266	p	vis
36802.572	p	vis
36833.373	p	vis
36848.437	p	pg
36867.301	p	pg
37202.385	p	pg
37253.276	p	pg
37505.366	p	vis
37508.509	p	vis
37527.368	p	vis
37542.456	p	vis
37547.483	p	vis
37559.437	p	pg
37835.39	p	vis
37918.368	p	vis
37964.265	p	pg
38207.529	p	vis
38209.414	p	pg
38209.415	p	vis
38248.387	p	vis
38253.418	p	vis
38265.36	p	vis
38270.385	p	vis
38277.304	p	vis
38556.42	p	pg
38920.383	p	pg
38969.426	p	vis
38976.331	p	vis
38979.4755	p	vis
38981.3603	p	vis
38987.629	p	vis
38988.2755	p	vis
39013.4165	p	pg
39030.392	p	vis
39032.2757	p	vis
39035.42	p	vis
39037.308	p	vis
39054.279	p	pg
39093.249	p	pg
39287.493	p	vis
39289.378	p	pg
39292.521	p	pg
39326.466	p	pg
39350.375	p	pg
39357.2695	p	pg
39380.529	p	pg
39666.5395	p	pg
39668.426	p	pg
39675.3395	p	pg
39679.744	p	vis
39680.368	p	pg
39701.747	p	vis
39703.637	p	vis
39725.634	p	vis
39759.594	p	vis
39764.611	p	vis
39786.611	p	vis
39982.74	p	vis
40028.635	p	vis
40038.692	p	vis
40060.693	p	vis
40115.3805	p	pg
40139.2665	p	pg
40145.555	p	vis
40160.64	p	vis
40363.689	p	vis
40380.658	p	vis
40430.315	p	pg
40445.401	p	pg
40446.66	p	vis
40449.7999	p	pe
40456.72	p	vis
40466.778	p	vis
40467.403	p	pg
40471.802	p	vis
40473.685	p	vis
40477.467	p	pg
40478.711	p	vis
40512.664	p	vis
40524.611	p	vis
40682.39	p	pg
40731.4215	p	pg
40758.449	p	pe
40812.511	p	pe
40853.371	p	pg
40904.289	p	pe
41178.367	p	vis
41188.425	p	vis
41513.419	p	vis
41540.444	p	vis
41569.367	p	vis
41574.396	p	vis
41591.368	p	vis
41596.396	p	pg
41601.425	p	pg
41848.473	p	vis
41877.383	p	vis
41904.421	p	vis
41987.401	p	pg
41989.284	p	vis
42004.366	p	vis
42127.577	p	vis
42234.44	p	vis
42273.417	p	vis
42302.33	p	vis
42363.309	p	vis
42375.253	p	vis
42402.276	p	vis
42402.29	p	vis
42419.253	p	vis
42419.259	p	vis
42455.711	p	vis
42491.546	p	vis
42569.495	p	vis
42584.588	p	vis
42599.672	p	vis
42608.467	p	vis
42699.617	p	vis
42708.421	p	vis
42710.307	p	vis
42727.278	p	vis
42744.251	p	vis
42906.432	p	vis
42913.353	p	vis
42916.489	p	vis
42955.465	p	vis
42968.666	p	vis
42985.642	p	vis
42990.669	p	vis
43016.446	p	vis
43040.334	p	vis
43193.71	p	vis
43205.656	p	vis
43278.57	p	vis
43297.439	p	vis
43298.687	p	vis
43331.38	p	vis
43366.577	p	vis
43414.353	p	vis
43436.358	p	vis
43460.245	p	vis
43480.359	p	vis
43504.253	p	vis
43618.653	p	vis
43671.466	p	vis
43739.35	p	vis
43739.352	p	vis
43740.607	p	vis
43749.41	p	vis
43805.356	p	vis
43827.362	p	vis
43878.275	p	vis
44016.566	p	vis
44033.544	p	vis
44079.433	p	vis
44125.321	p	vis
44130.355	p	vis
44181.272	p	vis
44201.384	p	vis
