2439672.3785	1	?
2440037.9122	1	?
2441498.4731	1	?
2441863.9983	1	?
2442229.5228	1	?
2442595.0522	1	?
2442960.5804	1	?
2443324.5645	1	?
2443690.0983	1	?
2454937.8978	1	?
2449899.4475	1	ccd
2450006.3178	1	ccd
2450249.4876	1	ccd
2450720.3399	1	ccd
2451277.9090	1	ccd
2451753.4256	1	ccd
2452055.4545	1	ccd
2452481.3929	1	ccd
2453621.3582	1	ccd
2453932.6817	1	ccd
2454282.7254	1	ccd
2454615.7325	1	ccd
2454629.6719	1	ccd
2454663.7475	1	ccd
2454671.4921	1	ccd
2454987.4616	1	ccd
2454996.7584	1	ccd
2455346.8012	1	ccd
2455648.8303	1	ccd
2456093.3568	1	ccd
2451015.3930	2	ccd
2451015.4005	2	ccd
2455025.4091	2	ccd
2456089.4800	2	ccd
2434531.7470	1	pe
2435290.6844	1	pe
2440022.4192	1	pe
2440022.4201	1	pe
2440039.4564	1	pe
2440053.3970	1	pe
2440403.4372	1	pe
2440431.3161	1	pe
2440781.3576	1	pe
2441097.3210	1	pe
2441543.3884	1	pe
2442652.3636	1	pe
2448426.4840	1	pe
2448500.8352	1	pe
2449504.4901	1	pe
2450627.4058	1	pe
2450675.4206	1	pe
2450720.3377	1	pe
2450943.3753	1	pe
2451784.4029	1	pe
2453164.4421	1	pe
2450970.4873	2	pe
2453164.4420	1	pe 
2429987.4180	1	pg
2432851.2410	1	pg
2433091.3160	1	pg
2433094.4090	1	pg
2433483.1750	1	pg
2434884.8880	1	pg
2436074.4190	1	pg
2437076.5350	1	pg
2437107.4780	1	pg
2437869.5190	1	pg
2437956.2720	1	pg
2441831.4790	1	pg
2419876.4650	1	vis
2422882.8000	1	vis
2423553.4570	1	vis
2423553.4690	1	vis
2423635.5510	1	vis
2423666.5220	1	vis
2423934.4610	1	vis
2424072.3200	1	vis
2424117.2370	1	vis
2424151.3140	1	vis
2424357.3200	1	vis
2424363.5090	1	vis
2424374.3560	1	vis
2424481.2120	1	vis
2424600.4870	1	vis
2424617.5360	1	vis
2424724.3970	1	vis
2425362.5340	1	vis
2425373.3650	1	vis
2425376.4580	1	vis
2425483.3470	1	vis
2425497.2810	1	vis
2425500.3780	1	vis
2425774.5300	1	vis
2425808.5830	1	vis
2425833.3810	1	vis
2425878.3050	1	vis
2425881.3820	1	vis
2425904.6260	1	vis
2426152.4500	1	vis
2426485.4540	1	vis
2426945.4620	1	vis
2427261.4310	1	vis
2427580.4960	1	vis
2427608.3690	1	vis
2427611.4690	1	vis
2427625.4040	1	vis
2427628.5080	1	vis
2427628.5100	1	vis
2427639.3630	1	vis
2427642.4380	1	vis
2427656.3890	1	vis
2427659.4830	1	vis
2427933.6350	1	vis
2427944.4820	1	vis
2427961.5080	1	vis
2427989.3980	1	vis
2428003.3250	1	vis
2428023.4640	1	vis
2428026.5560	1	vis
2428037.4120	1	vis
2428054.4460	1	vis
2428068.3830	1	vis
2428373.5160	1	vis
2428376.6080	1	vis
2428387.4610	1	vis
2428446.3130	1	vis
2428477.2890	1	vis
2428689.4850	1	vis
2428703.4180	1	vis
2428717.3598	1	vis
2428720.4570	1	vis
2428751.4290	1	vis
2428779.3120	1	vis
2428782.4200	1	vis
2428827.3310	1	vis
2428838.1700	1	vis
2428858.3000	1	vis
2430904.3480	1	vis
2430932.2290	1	vis
2432473.3210	1	vis
2433430.5070	1	vis
2433433.6050	1	vis
2433506.4090	1	vis
2433856.4510	1	vis
2433856.4530	1	vis
2434209.6140	1	vis
2435332.5080	1	vis
2435332.5130	1	vis
2437073.4250	1	vis
2437135.3790	1	vis
2437169.4560	1	vis
2437169.4590	1	vis
2437172.5540	1	vis
2437197.3240	1	vis
2437197.3270	1	vis
2437197.3310	1	vis
2437197.3320	1	vis
2437211.2740	1	vis
2437378.5450	1	vis
2437378.5460	1	vis
2437488.5140	1	vis
2437547.3780	1	vis
2437818.4270	1	vis
2437880.3640	1	vis
2437883.4892	1	vis
2437883.4910	1	vis
2438230.4090	1	vis
2438230.4130	1	vis
2438532.4450	1	vis
2438535.5170	1	vis
2438535.5180	1	vis
2438642.3929	1	vis
2438642.3960	1	vis
2438975.4040	1	vis
2438978.5090	1	vis
2438989.3490	1	vis
2439325.4580	1	vis
2439356.4190	1	vis
2439591.8440	1	vis
2439650.6730	1	vis
2439667.7160	1	vis
2439701.8070	1	vis
2439983.7070	1	vis
2440039.4590	1	vis
2440039.4600	1	vis
2440344.5750	1	vis
2440344.5770	1	vis
2440358.5190	1	vis
2440403.4310	1	vis
2440417.3780	1	vis
2440465.3680	1	vis
2440482.4200	1	vis
2440541.2770	1	vis
2440725.5910	1	vis
2440753.4720	1	vis
2440798.3890	1	vis
2440798.4040	1	vis
2440801.4970	1	vis
2440835.5650	1	vis
2441041.5620	1	vis
2441055.5070	1	vis
2441106.6180	1	vis
2441148.4300	1	vis
2441148.4390	1	vis
2441154.6290	1	vis
2441165.4600	1	vis
2441165.4660	1	vis
2441168.5750	1	vis
2441543.3960	1	vis
2441543.3980	1	vis
2441560.4250	1	vis
2441574.3690	1	vis
2441803.5930	1	vis
2441814.4350	1	vis
2441814.4420	1	vis
2441845.4160	1	vis
2441907.3670	1	vis
2441938.3430	1	vis
2441938.3480	1	vis
2441938.3500	1	vis
2441983.2460	1	vis
2442212.4870	1	vis
2442257.3680	1	vis
2442257.3940	1	vis
2442288.3830	1	vis
2442291.4790	1	vis
2442302.3190	1	vis
2442455.6620	1	vis
2442528.4620	1	vis
2442576.4650	1	vis
2442596.5800	1	vis
2442607.4450	1	vis
2442621.3830	1	vis
2442621.3910	1	vis
2442638.4230	1	vis
2442669.4180	1	vis
2442833.5750	1	vis
2442878.4860	1	vis
2442923.4090	1	vis
2442926.5100	1	vis
2442935.7980	1	vis
2442949.7430	1	vis
2442971.4210	1	vis
2442971.4250	1	vis
2442983.8070	1	vis
2442983.8100	1	vis
2442983.8240	1	vis
2443016.3460	1	vis
2443047.3130	1	vis
2443061.2520	1	vis
2443109.2720	1	vis
2443330.7460	1	vis
2443330.7550	1	vis
2443397.3620	1	vis
2443702.4940	1	vis
2443747.4010	1	vis
2443764.4400	1	vis
2443792.3250	1	vis
2443806.2590	1	vis
2444001.3980	1	vis
2444010.6960	1	vis
2444083.5190	1	vis
2444125.3210	1	vis
2444156.2920	1	vis
2444295.6860	1	vis
2444461.4040	1	vis
2444470.7130	1	vis
2444492.3899	1	vis
2444732.4600	1	vis
2444746.4010	1	vis
2444786.6680	1	vis
2444803.7000	1	vis
2445085.6040	1	vis
2445122.7680	1	vis
2445141.3580	1	vis
2445141.3590	1	vis
2445158.3970	1	vis
2445449.5820	1	vis
2445539.4130	1	vis
2445556.4450	1	vis
2445556.4470	1	vis
2445556.4500	1	vis
2445556.4510	1	vis
2445556.4520	1	vis
2445556.4540	1	vis
2445556.4560	1	vis
2445556.4570	1	vis
2445556.4580	1	vis
2445556.4580	1	vis
2445556.4590	1	vis
2445556.4600	1	vis
2445556.4620	1	vis
2445556.4630	1	vis
2445556.4660	1	vis
2445556.4740	1	vis
2445881.7160	1	vis
2445889.4560	1	vis
2445889.4600	1	vis
2445906.5020	1	vis
2445934.3690	1	vis
2445934.3760	1	vis
2445934.3790	1	vis
2445881.7160	1	vis
2446253.4350	1	vis
2446253.4360	1	vis
2446270.4660	1	vis
2446270.4720	1	vis
2446270.4740	1	vis
2446360.2960	1	vis
2446679.3750	1	vis
2446679.3960	1	vis
2446964.3650	1	vis
2446981.4030	1	vis
2446998.4290	1	vis
2446998.4390	1	vis
2446998.4430	1	vis
2446998.4500	1	vis
2446998.4560	1	vis
2446998.4580	1	vis
2447029.4160	1	vis
2447029.4200	1	vis
2447365.5190	1	vis
2447712.4450	1	vis
2447712.4460	1	vis
2447712.4490	1	vis
2447712.4500	1	vis
2447712.4500	1	vis
2447712.4560	1	vis
2447712.4590	1	vis
2447712.4590	1	vis
2447712.4600	1	vis
2447729.4960	1	vis
2447757.3840	1	vis
2448093.4790	1	vis
2448107.4210	1	vis
2448107.4240	1	vis
2448409.4540	1	vis
2448426.4750	1	vis
2448443.5180	1	vis
2448452.8080	1	vis
2448796.6630	1	vis
2448813.7000	1	vis
2448852.4190	1	vis
2449202.4580	1	vis
2449216.3940	1	vis
2449216.3960	1	vis
2449216.3980	1	vis
2449216.3990	1	vis
2449216.4010	1	vis
2449216.4020	1	vis
2449487.4310	1	vis
2449535.4370	1	vis
2449535.4450	1	vis
2449535.4460	1	vis
2449535.4470	1	vis
2449535.4530	1	vis
2449535.4550	1	vis
2449535.4560	1	vis
2449535.4600	1	vis
2449535.4690	1	vis
2449535.4710	1	vis
2449535.4720	1	vis
2449566.4180	1	vis
2449566.4250	1	vis
2449566.4260	1	vis
2449566.4422	1	vis
2449569.5150	1	vis
2449569.5190	1	vis
2449569.5380	1	vis
2449580.3870	1	vis
2449843.6950	1	vis
2449899.4439	1	vis
2449899.4474	1	vis
2449899.4481	1	vis
2449899.4509	1	vis
2449930.4221	1	vis
2449930.4228	1	vis
2449930.4235	1	vis
2449930.4270	1	vis
2449930.4284	1	vis
2449930.4298	1	vis
2449930.4312	1	vis
2449930.4332	1	vis
2449930.4395	1	vis
2450311.4429	1	vis
2450579.3805	1	vis
2450644.4471	1	vis
2451053.3440	1	vis
2451375.4887	1	vis
2451375.5088	1	vis
2451691.4721	1	vis
2451798.3320	1	vis
2452055.4540	1	vis
2452402.3950	1	vis
2452800.4560	1	vis
2452141.4128	2	vis
