2451273.4703	1	ccd
2451659.4794	2	ccd
2452009.5653	1	ccd
2452352.2919	1	ccd
2452692.6616	1	ccd
2453107.5252	2	ccd
2453388.7122	1	ccd
2453747.3374	1	ccd
2454172.5058	1	ccd
2454556.4531	1	ccd
2454911.5454	1	ccd
2455269.8764	2	ccd
2455629.6803	2	ccd
2456036.8887	1	ccd
2432061.4530	1	pg
2434092.4800	1	pg
2434926.3290	1	pg
2435957.4380	1	pg
2436037.5350	1	pg
2437080.4200	1	pg
2437191.7200	1	pg
2437202.3200	1	pg
2437402.5380	1	pg
2437789.4240	1	pg
2438502.5520	1	pg
2438935.3760	1	pg
2440764.4100	1	pg
2437898.3720	1	vis
2442200.3840	2	vis
2442201.5520	2	vis
2442202.4390	1	vis
2442212.4580	1	vis
2442214.5130	2	vis
2442215.3980	1	vis
2442220.4020	2	vis
2442221.5740	2	vis
2442258.3870	1	vis
2442288.4180	1	vis
2442296.3570	2	vis
2442296.3710	2	vis
2442337.2920	1	vis
2442404.7150	2	vis
2442404.7180	2	vis
2442455.6620	1	vis
2442491.5790	1	vis
2442493.6410	2	vis
2442509.5410	2	vis
2442516.6110	2	vis
2442524.5550	1	vis
2442568.4320	2	vis
2442570.4860	1	vis
2442606.4100	1	vis
2442616.4120	1	vis
2442621.4340	2	vis
2442716.2340	2	vis
2442780.7110	1	vis
2442791.6160	2	vis
2442836.6630	1	vis
2442837.5480	2	vis
2442840.4860	2	vis
2442858.4510	1	vis
2442870.5180	2	vis
2442878.4690	1	vis
2442882.6000	1	vis
2442886.4170	2	vis
2442905.5530	1	vis
2443177.6200	1	vis
2443254.4650	2	vis
2443295.3930	1	vis
2443358.4010	1	vis
2443581.5840	1	vis
2443734.3900	2	vis
2443765.3100	1	vis
2443770.3160	2	vis
2444022.3550	2	vis
2444085.3700	2	vis
2444123.3490	1	vis
2444382.4520	1	vis
2444437.5100	2	vis
2444502.2890	2	vis
2444701.6230	1	vis
2444711.6370	1	vis
2444824.4090	2	vis
2447274.4240	1	vis
2447304.4440	1	vis
2447695.4670	1	vis
2447728.4330	1	vis
2447741.4010	1	vis
2447754.3510	1	vis
2447996.3850	1	vis
2448013.4530	1	vis
2448016.4080	1	vis
2448069.4010	1	vis
2448086.4690	1	vis
2448089.4230	1	vis
2448125.3540	1	vis
2448132.4120	1	vis
2448357.3690	1	vis
2448404.4650	1	vis
2448407.4020	1	vis
2448442.4530	2	vis
2448460.4150	1	vis
2448480.4350	1	vis
2448758.3760	1	vis
2448768.3940	1	vis
2448788.4140	1	vis
2449116.4270	1	vis
2449166.4700	1	vis
2449176.4820	1	vis
2449212.4100	1	vis
2449472.3941	2	vis
2449550.4190	1	vis
2449560.4260	1	vis
2449580.4480	1	vis
2449878.4240	1	vis
2449895.5060	1	vis
2449918.4660	1	vis
2450189.3450	1	vis
2450209.3700	1	vis
2450239.4020	1	vis
2450249.4170	1	vis
2450312.4320	1	vis
2450557.3940	1	vis
2450570.3560	1	vis
2450660.4500	1	vis
2450673.3950	1	vis
2450696.3670	1	vis
2450956.0700	1	vis
2450956.0700	1	vis
2447665.4230	1	vis
2448099.4170	1	vis
2448358.5240	1	vis
2449570.4250	1	vis
2449570.4290	1	vis
2449570.4350	1	vis
2449570.4370	1	vis
2449570.4420	1	vis
2449915.5060	1	vis
2450193.4700	1	vis
2450193.4740	1	vis
2450200.5400	1	vis
2450515.5870	1	vis
2450660.4450	1	vis
2450660.4460	1	vis
2450660.4520	1	vis
2450660.4530	1	vis
